username,review,casefolding,preprocessed_text,score,at,appversion
Fitri Pgk,"saya tidak pernah berlangganan aplikasi strava ini. tiba"" semalem dana saya kepotong di dana. mohon bantu saya cara pengembali kan dana saya sebesar Rp. 342.990 secepat nya. saya sudah mengajukan pengembalian dana di google 🙏","saya tidak pernah berlangganan aplikasi strava ini. tiba"" semalem dana saya kepotong di dana. mohon bantu saya cara pengembali kan dana saya sebesar rp. 342.990 secepat nya. saya sudah mengajukan pengembalian dana di google 🙏",langgan aplikasi strava semalem dana potong dana mohon bantu kembali dana rp cepat nya aju kembali dana google,1,2025-08-29 14:51:34,425.11
طالب ٤٦,Sangat bermanfaat.,sangat bermanfaat.,manfaat,5,2025-08-29 12:10:52,425.11
Pandhuvio Ladjhu Mayrio,mantap apk nya,mantap apk nya,mantap apk nya,5,2025-08-29 09:08:35,426.11
Muhammad Hamka,min tolong kenapa pacenya tidak kelihatan malah jadi elev?,min tolong kenapa pacenya tidak kelihatan malah jadi elev?,min tolong pace elev,3,2025-08-29 08:40:27,425.11
achsanul fauzi,udah cape2 lari mati sendiri. padahal waktu sudah di aktifkan sebelum masuk ke kantong. tapi pas sampai finish ternyata ga ke record ini kenapa ya,udah cape2 lari mati sendiri. padahal waktu sudah di aktifkan sebelum masuk ke kantong. tapi pas sampai finish ternyata ga ke record ini kenapa ya,udah cape lari mati aktif masuk kantong pas finish ga record ya,1,2025-08-29 08:32:32,426.11
Hanggara Whindhi Martha,top sekali,top sekali,top,5,2025-08-29 07:50:49,416.14
muhammad ariq safwan,cocok untuk yg suka running,cocok untuk yg suka running,cocok yg suka running,5,2025-08-28 18:40:29,426.11
Satya Wira Tegar Pratama Santri PKP Al Hidayah,good,good,good,5,2025-08-28 12:01:12,426.11
Revan Okta Ziko,"pertama kali menggunakan aplikasi ini berjalan baik, namun akhir2 ini terdapat loading menu yg begitu lama ketika sy masuk ke aplikasi.","pertama kali menggunakan aplikasi ini berjalan baik, namun akhir2 ini terdapat loading menu yg begitu lama ketika sy masuk ke aplikasi.",kali aplikasi jalan loading menu yg sy masuk aplikasi,3,2025-08-28 11:32:32,425.11
Agus Muhlasin,tolong tambahkan fitur untuk menu olahraga lompat tali. nanti baru saya kasih bintang 5,tolong tambahkan fitur untuk menu olahraga lompat tali. nanti baru saya kasih bintang 5,tolong tambah fitur menu olahraga lompat tali kasih bintang,1,2025-08-28 08:37:42,425.11
Ghifari Yuristiadhi,Easy to use,easy to use,easy to use,5,2025-08-28 08:00:18,425.11
Ris Wandi,mantap,mantap,mantap,5,2025-08-28 07:38:04,425.11
M W,the best aplikasi,the best aplikasi,the best aplikasi,5,2025-08-28 07:32:47,425.11
Dendy Rahadian,good choice... good apps,good choice... good apps,good choice good apps,5,2025-08-28 07:07:02,
Gde Van,apk keren,apk keren,apk keren,5,2025-08-28 07:04:51,
Aim pelajar,saya kecewa sudah interval jauh jauh malah pace nya di 8/7,saya kecewa sudah interval jauh jauh malah pace nya di 8/7,kecewa interval pace nya,3,2025-08-27 21:20:58,425.11
ml,buruk,buruk,buruk,1,2025-08-27 19:49:42,425.11
Teddy Setiadi,apakah aplikasi ini eror? kenapa tidak bisa di buka sama sekali ?! hemm,apakah aplikasi ini eror? kenapa tidak bisa di buka sama sekali ?! hemm,aplikasi eror buka hemm,2,2025-08-27 19:31:30,
Adi Wijaya,Good aplikasi,good aplikasi,good aplikasi,5,2025-08-27 17:13:49,
AsalSada Guitar,"saya tidak pernah merasa berlangganan yearly di aplikasi ini, tapi saldo dana saya terpotong dengan nominal Rp. 609.390 tolong di kembalikan uang saya segera 😭😭","saya tidak pernah merasa berlangganan yearly di aplikasi ini, tapi saldo dana saya terpotong dengan nominal rp. 609.390 tolong di kembalikan uang saya segera 😭😭",langgan yearly aplikasi saldo dana potong nominal rp tolong kembali uang,1,2025-08-27 13:34:34,425.11
Renal Poma,SAYA MINTA TOLONG UNTUK REFUND SALDO SAYA SEBESAR 609.390 RUPIAH SAYA TIDAK TAHU MENGAPA TERJADI TRANSAKSI SAYA BERHARAP BISA MELAKUKAN PENGEMBALIAN DANA!!!!,saya minta tolong untuk refund saldo saya sebesar 609.390 rupiah saya tidak tahu mengapa terjadi transaksi saya berharap bisa melakukan pengembalian dana!!!!,tolong refund saldo rupiah transaksi harap kembali dana,1,2025-08-27 12:05:30,425.11
Ajibon Tour,sangat bermanfaat dan memotivasi utk terus berlari..,sangat bermanfaat dan memotivasi utk terus berlari..,manfaat motivasi utk lari,5,2025-08-27 09:04:27,
Bintang Hudin,🤙🏼💸,🤙🏼💸,,5,2025-08-27 08:30:38,425.11
adianto ari purwana,"Keren, terima kasih","keren, terima kasih",keren terima kasih,5,2025-08-27 07:49:51,425.11
Janoko Shooter,suka dah,suka dah,suka dah,5,2025-08-27 07:22:41,425.11
Riska Syam,"tolong kembalikan dana saya sebesar 609 RB,saya tidak pernh langganan diapk ini dan saya butuh dana itu balik lagi buat bayar ijazah saya🙏🏻","tolong kembalikan dana saya sebesar 609 rb,saya tidak pernh langganan diapk ini dan saya butuh dana itu balik lagi buat bayar ijazah saya🙏🏻",tolong kembali dana rbsaya pernh langgan diapk butuh dana bayar ijazah,1,2025-08-26 22:02:17,420.1
Daniel Wicaksono,aplikasi gendeng daftar menggunakan wifi tidak bisa melihat aktivitas dengan wifi tidak bisa.,aplikasi gendeng daftar menggunakan wifi tidak bisa melihat aktivitas dengan wifi tidak bisa.,aplikasi gendeng daftar wifi aktivitas wifi,1,2025-08-26 20:35:01,
Sholeh Nur Udin,"App language keep changing to phone system (local), even tho I've changed to English, it happened many times, your translation is bad, I prefer English. And Share to Instagram story has ugly template, someone should design it better.","app language keep changing to phone system (local), even tho i've changed to english, it happened many times, your translation is bad, i prefer english. and share to instagram story has ugly template, someone should design it better.",app language keep changing to phone system local even tho ive changed to english it happened many times your translation is bad i prefer english and share to instagram story has ugly template someone should design it better,1,2025-08-26 17:32:02,
Hijrah Yuk,gud,gud,gud,5,2025-08-26 17:17:44,425.11
Dzakwan daffa,gimana caranya biar titik koordinat nya ga eror? ada yg tauu,gimana caranya biar titik koordinat nya ga eror? ada yg tauu,gimana biar titik koordinat nya ga eror yg tauu,1,2025-08-26 14:45:49,425.11
Bagas Anggara,"maaf saya rate bintang 1, lebih bagus versi yang sebelumnya si menurutku, agak nyesel si setelah saya update","maaf saya rate bintang 1, lebih bagus versi yang sebelumnya si menurutku, agak nyesel si setelah saya update",maaf rate bintang bagus versi si turut nyesel si update,1,2025-08-26 07:52:01,425.11
anggi hidayat,data lumayan akurat,data lumayan akurat,data lumayan akurat,4,2025-08-26 07:52:00,425.11
sevtia pianus,rekomeded,rekomeded,rekomeded,5,2025-08-26 07:22:01,425.11
Ayis Ayis,tak berguna,tak berguna,guna,1,2025-08-26 02:56:48,425.11
Surya Dwi y,"gabisa masuk ke strava, udah download ulang tetep server eror,tapi nyoba Relive langsung jadi👎🏻","gabisa masuk ke strava, udah download ulang tetep server eror,tapi nyoba relive langsung jadi👎🏻",gabisa masuk strava udah download ulang tetep server erortapi nyoba relive langsung,1,2025-08-25 18:16:00,425.11
Hyuga Aldiano,"kepotong otomatia padahal dana udh gak cukutl di CC, saldo dan pulsa tapi malah pindah sendiri metode pembayarannya ke ovo aplikasi penyedot uang user gini banget cari duitnya","kepotong otomatia padahal dana udh gak cukutl di cc, saldo dan pulsa tapi malah pindah sendiri metode pembayarannya ke ovo aplikasi penyedot uang user gini banget cari duitnya",potong otomatia dana udh gak cukutl cc saldo pulsa pindah metode bayar ovo aplikasi sedot uang user gin banget cari duit,1,2025-08-25 17:58:03,425.11
Muhamad Arik f arik,"tolong ya metode pembayarannya di perbaiki, sya kemarin ngaktifin paket bulanan pembayaran sukses tapi gak bisa di pergunakan, akhirnya uang saya yg 100 ribu malah hilang, paket terkonfirmasi telah di bayar tapi malah tidak bisa di gunakan","tolong ya metode pembayarannya di perbaiki, sya kemarin ngaktifin paket bulanan pembayaran sukses tapi gak bisa di pergunakan, akhirnya uang saya yg 100 ribu malah hilang, paket terkonfirmasi telah di bayar tapi malah tidak bisa di gunakan",tolong ya metode bayar baik sya kemarin ngaktifin paket bulan bayar sukses gak guna uang yg ribu hilang paket konfirmasi bayar,2,2025-08-25 16:14:47,425.11
Hidayat,"tolong kembalikan dana saya, saya sangat butuh dana tersebut buat biaya sekolah saya, sebesar 609.390 segera, karna saya sangat butuh","tolong kembalikan dana saya, saya sangat butuh dana tersebut buat biaya sekolah saya, sebesar 609.390 segera, karna saya sangat butuh",tolong kembali dana butuh dana biaya sekolah karna butuh,1,2025-08-25 11:33:23,425.11
bager djava,ok top,ok top,ok top,5,2025-08-25 07:33:22,425.11
tonggo raimond Naibaho,keren,keren,keren,5,2025-08-25 07:32:30,421.8
Andrew Abrian,sehat,sehat,sehat,5,2025-08-24 23:13:23,424.12
Fega Dalia,good,good,good,5,2025-08-24 20:14:18,424.12
april pinko,"strava udah 2 kali lho kilometer nya salah...di smartwach cuma 5,5 km di strava kok isa 13km. tolong diperbaiki lagi..setelah update kok malah gini.","strava udah 2 kali lho kilometer nya salah...di smartwach cuma 5,5 km di strava kok isa 13km. tolong diperbaiki lagi..setelah update kok malah gini.",strava udah kali lho kilometer nya salahdi smartwach km strava isa km tolong baik lagisetelah update gin,3,2025-08-24 17:42:29,425.11
jo sby,"Dipakai untuk record perjalanan dengan Aplikasi ini bikin panas HP, sangat menguras baterai HP","dipakai untuk record perjalanan dengan aplikasi ini bikin panas hp, sangat menguras baterai hp",pakai record jalan aplikasi bikin panas hp uras baterai hp,1,2025-08-24 15:26:16,421.8
OPLET Channel,keren sih nih aplikasi,keren sih nih aplikasi,keren sih nih aplikasi,5,2025-08-24 09:11:26,425.11
Ferdian,"GPS error, jarak tidak sesuai tolong diperbaiki.","gps error, jarak tidak sesuai tolong diperbaiki.",gps error jarak sesuai tolong baik,2,2025-08-24 08:55:45,419.12
Mallom Basi,valid,valid,valid,5,2025-08-24 08:51:50,425.11
Maman CheNavaRa,menyalaaaa,menyalaaaa,menyalaaaa,5,2025-08-24 08:49:14,425.11
Otonk Hatta,good,good,good,5,2025-08-24 07:41:23,425.11
Zahiq F A,"aplikasi Oke, membantu rekomen rute, dan cek statistik olahraga kita","aplikasi oke, membantu rekomen rute, dan cek statistik olahraga kita",aplikasi oke bantu rekomen rute cek statistik olahraga,4,2025-08-24 07:28:20,425.11
Deni Kurniawan Saputra,keluar aplikasinya sendiri. gk bisa login. kesalahan server infonya. tpi gk bisa masuk sampai saat ini.,keluar aplikasinya sendiri. gk bisa login. kesalahan server infonya. tpi gk bisa masuk sampai saat ini.,aplikasi gk login salah server info tpi gk masuk,1,2025-08-23 20:15:46,425.11
Surya,gak bisa daftar,gak bisa daftar,gak daftar,1,2025-08-23 19:56:14,425.11
Uzumaki Sangamuri,"saya kasih bintang satu karena berbayar semua ga jelas, dikit-dikit bayar","saya kasih bintang satu karena berbayar semua ga jelas, dikit-dikit bayar",kasih bintang bayar ga dikitdikit bayar,1,2025-08-23 19:35:25,425.11
El Azzam,"sangat bagus untuk latihan, semangat untuk semua👍🏻","sangat bagus untuk latihan, semangat untuk semua👍🏻",bagus latih semangat,5,2025-08-23 17:27:23,425.11
Rizky Akbar,"aplikasi aneh, saya udah hapus nih aplikasi tetep aja kepotong uang di e wallet, ga recommend duit ga bisa balik, costummer service nya juga ga layak, ga recommend nih aplikasi","aplikasi aneh, saya udah hapus nih aplikasi tetep aja kepotong uang di e wallet, ga recommend duit ga bisa balik, costummer service nya juga ga layak, ga recommend nih aplikasi",aplikasi aneh udah hapus nih aplikasi tetep aja potong uang e wallet ga recommend duit ga costummer service nya ga layak ga recommend nih aplikasi,1,2025-08-23 08:30:53,
Bayu Adi,nice,nice,nice,5,2025-08-23 07:33:17,425.11
Manroe Jannes,as as so Good,as as so good,as as so good,5,2025-08-23 07:17:12,425.11
Side Indra,gabisa di save aktivitas nya,gabisa di save aktivitas nya,gabisa save aktivitas nya,1,2025-08-23 07:12:49,425.11
Andi Okt,"apk nya bagus buat kita yg gk punya jam tangan lari,bisa di hp meski ribet bawa hp lari sih,tapi gk apa² keren","apk nya bagus buat kita yg gk punya jam tangan lari,bisa di hp meski ribet bawa hp lari sih,tapi gk apa² keren",apk nya bagus yg gk jam tangan laribisa hp ribet bawa hp lari sihtapi gk keren,5,2025-08-22 23:35:11,424.12
andi sultan,"koneksinya lambatt, kadang gak kedata!!!,,, cuma ketolong trend doang ini, kalo begini nda bakal panjang umurnya ni app... 👎👎👎👎","koneksinya lambatt, kadang gak kedata!!!,,, cuma ketolong trend doang ini, kalo begini nda bakal panjang umurnya ni app... 👎👎👎👎",koneksi lambatt kadang gak data tolong trend doang kalo nda umur ni app,1,2025-08-22 20:25:35,425.11
Mfik 04,"Kepotong otomatis Pembayaran nya, apa ini gabisa pengembalian dana?","kepotong otomatis pembayaran nya, apa ini gabisa pengembalian dana?",potong otomatis bayar nya gabisa kembali dana,1,2025-08-22 17:43:08,424.12
Noveria Hutapea,support run,support run,support run,5,2025-08-22 09:24:18,425.11
lindra aulia,mantull,mantull,mantull,5,2025-08-22 08:24:39,
Gebes Lailatul Qodar,"eror ngga sih, masa berjalan doang 18 menit hampir 7 kilo","eror ngga sih, masa berjalan doang 18 menit hampir 7 kilo",eror ngga sih jalan doang menit kilo,3,2025-08-22 06:58:17,
Ahmad Nurdiansyah,sejak update kemaren malah server gangguan terus mohon di cek admin strava,sejak update kemaren malah server gangguan terus mohon di cek admin strava,update kemaren server ganggu mohon cek admin strava,5,2025-08-22 06:09:13,
Andika Andika,"tolong dong kembalikan uang saya, tiba2 ketarik otomatis dr akun dana saya, saya gatau apapa, tiba-tiba ketarik 609.390, kayanya saya ga sengaja kepencet atau apapun itu, tapi transaksi tersebut langsung Otomatis, saya mohon kembalikan uang saya secepatnyalah, saya sangat membutuhkannya","tolong dong kembalikan uang saya, tiba2 ketarik otomatis dr akun dana saya, saya gatau apapa, tiba-tiba ketarik 609.390, kayanya saya ga sengaja kepencet atau apapun itu, tapi transaksi tersebut langsung otomatis, saya mohon kembalikan uang saya secepatnyalah, saya sangat membutuhkannya",tolong kembali uang tarik otomatis dr akun dana gatau apapa tibatiba tarik kaya ga sengaja pencet apa transaksi langsung otomatis mohon kembali uang cepat butuh,1,2025-08-21 20:25:27,425.11
fhalz sukiliar,gampang banget eror di pace nya sama km nya👎,gampang banget eror di pace nya sama km nya👎,gampang banget eror pace nya km nya,1,2025-08-21 15:52:45,
Eka Laelasari,"Tolong kembalikan dana berlangganan sebesar 609.390, karena saya tidak merasa berlangganan. Mohon secepatnya di proses pengembalian dananya.","tolong kembalikan dana berlangganan sebesar 609.390, karena saya tidak merasa berlangganan. mohon secepatnya di proses pengembalian dananya.",tolong kembali dana langgan langgan mohon cepat proses kembali dana,1,2025-08-21 10:59:53,424.12
nisa gaaberr,"tidak bisa daftar, tidak bisa login,","tidak bisa daftar, tidak bisa login,",daftar login,1,2025-08-21 10:17:42,425.11
Wawan X Ganteng,rating turunin dulu suka eror stravanya bersepada sudah 2 jam lebih tapi terhitung 1 jam tidak jelas koneksi bagus,rating turunin dulu suka eror stravanya bersepada sudah 2 jam lebih tapi terhitung 1 jam tidak jelas koneksi bagus,rating turunin suka eror stravanya sepada jam hitung jam koneksi bagus,3,2025-08-21 09:30:06,
Dewi Wulandari,"pengalaman menggunakan aplikasi yg bisa support kegiatan sehari"" dg menyenangkan","pengalaman menggunakan aplikasi yg bisa support kegiatan sehari"" dg menyenangkan",alam aplikasi yg support giat hari dg senang,5,2025-08-21 07:58:51,424.12
Pro_ jack48,sangat membantu,sangat membantu,bantu,5,2025-08-21 07:45:16,424.12
dodi wahyu,ok,ok,ok,5,2025-08-21 07:41:41,424.12
Ka Sugi,"kenapa punya ku gagal masuk terus y padahal dari kemarin lancar"" saja","kenapa punya ku gagal masuk terus y padahal dari kemarin lancar"" saja",ku gagal masuk y kemarin lancar,5,2025-08-21 05:35:37,425.11
Catu Palguna,awalnya bagus. tapi makin lama jjaraknya ngawur,awalnya bagus. tapi makin lama jjaraknya ngawur,bagus jjaraknya ngawur,1,2025-08-21 05:07:46,
Ilyas 13aja,kurangin bug nya min,kurangin bug nya min,rangin bug nya min,2,2025-08-20 18:38:42,425.11
suta dinata,"edukasi buat yang pake strava, kemarin tiba tiba ada transaksi yang saya tidak tau dan bukan saya yang melakukan transaksi tersebut, ketika saya cek di notifikasi email ternyata dana saya di tarik oleh aplikasi ini sebesar ±Rp. 600.000.00. Hati-hati buat teman-teman pengguna strava jangan sampai mengalami hal yang sama.","edukasi buat yang pake strava, kemarin tiba tiba ada transaksi yang saya tidak tau dan bukan saya yang melakukan transaksi tersebut, ketika saya cek di notifikasi email ternyata dana saya di tarik oleh aplikasi ini sebesar ±rp. 600.000.00. hati-hati buat teman-teman pengguna strava jangan sampai mengalami hal yang sama.",edukasi pake strava kemarin transaksi tau transaksi cek notifikasi email dana tarik aplikasi rp hatihati temanteman guna strava alami,1,2025-08-20 09:40:25,
Asep Syarifuddin,Sangat membantu untuk mencapai rekor pribadi dalam cabang olahraga.,sangat membantu untuk mencapai rekor pribadi dalam cabang olahraga.,bantu capai rekor pribadi cabang olahraga,5,2025-08-20 08:14:49,
